s#,date,islamic date,blast day type,holiday type,time,city,latitude,longitude,province,location,location category,location sensitivity,open/closed space,influencing event/event,target type,targeted sect if any,killed min,killed max,injured min,injured max,no. of suicide blasts,explosive weight (max),hospital names,temperature(c),temperature(f)
210,2009-10-20,1 Thw al-Qi`dah 1430 A.H,Working Day,,14:10:00,Islamabad,33.718,73.0718,Capital,"Islamic International University
Islamabad ",Educational,Low,closed,,Civilian,,5.0,6.0,29.0,40.0,2.0,16.0,,21.895,71.411
211,2009-10-23,4 Thw al-Qi`dah 1430 A.H,Working Day,,,Attock,33.7645,72.3667,Punjab,"Kamra chowk-Aeronautical Complex
Security Check Post",Military,High,open,,Military,,8.0,9.0,13.0,17.0,1.0,,Govt Hospital Kamra,20.865,69.557
212,2009-10-24,5 Thw al-Qi`dah 1430 A.H,Working Day,,,Chakwal,32.9303,72.8556,Punjab,checkpost between kalarkahar and lilla interchange-lahore to isb motorway-,Police,High,open,,Police,,,1.0,,,1.0,,,20.485,68.873
213,2009-11-02,14 Thw al-Qi`dah 1430 A.H,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,"Outside National Bank
Rawalpindi Cantt",Bank,Low,open,,Civilian,,35.0,38.0,60.0,65.0,1.0,15.0,CMH-Distric headquarter hospital-militry hospital-combined military hospital,20.755,69.359
214,2009-11-02,14 Thw al-Qi`dah 1430 A.H,Working Day,,18:40:00,Lahore,31.5451,74.3407,Punjab,"Checkpost at Babu Sabu Interchange
on Lahore Islamabad Motorway",Police,High,open,,Police,,,,10.0,25.0,1.0,10.0,mian munchi hospital-mayo hospital,21.02,69.836
215,2009-11-08,20 Thw al-Qi`dah 1430 A.H,Holiday,Weekend,,Peshawar,34.0043,71.5448,KPK,"Cattle Market in Adezai
Village in Peshawar",Market,Low,open,,Government Official,,12.0,19.0,35.0,45.0,1.0,10.0,"Lady Reading Hospital 
Peshawar ",14.74,58.532
216,2009-11-09,21 Thw al-Qi`dah 1430 A.H,Holiday,Iqbal Day,,Peshawar,34.0043,71.5448,KPK,police check post near busy intersection that connects charsadda road and ring road-Faqirabad,Police,High,open,,Police,,,3.0,5.0,7.0,1.0,7.0,,15.475,59.855
217,2009-11-10,22 Thw al-Qi`dah 1430 A.H,Working Day,,16:30:00,Charsadda,34.1509,71.7359,KPK,ghafoor market in charsadda bazar-tangi road Farooq e Azam Chowk,Market,Low,open,,Civilian,,32.0,34.0,60.0,100.0,1.0,60.0,"Lady Reading Hospital 
Peshawar ",15.49,59.882
218,2009-11-13,25 Thw al-Qi`dah 1430 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Military Check point at the entrance of regional HQ ISI,Military,High,open,,Military,,10.0,13.0,47.0,70.0,1.0,400.0,"Lady Reading Hospital-combined military hospital-khyber teaching hospital-
Peshawar ",17.425,63.365
219,2009-11-13,25 Thw al-Qi`dah 1430 A.H,Working Day,,,Bannu,32.9861,70.6042,KPK,Bakakhel police station on bannu-miranshah road,Police,High,closed,,Police,,7.0,8.0,22.0,29.0,1.0,200.0,,10.7,51.26
220,2009-11-14,26 Thw al-Qi`dah 1430 A.H,Working Day,,16:15:00,Peshawar,34.0043,71.5448,KPK,police check post on Pishtakhara Intersection,Police,High,open,,Police,,,12.0,25.0,35.0,1.0,60.0,"1. LRH Peshawar
2. Khyber Teaching
3. Hayatabad Medical ",17.01,62.618
221,2009-11-16,28 Thw al-Qi`dah 1430 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,check point outside Badbher-police station,Police,High,open,,Police,,,3.0,,43.0,1.0,250.0,LRH,14.65,58.37
222,2009-11-19,2 Thw al-Hijjah 1430 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,"Main Gate of the Judicial
Complex on Khyber Road",Government,High,open,,Government Official,,20.0,22.0,46.0,50.0,1.0,10.0,"Lady Reading Hospital 
Peshawar ",15.72,60.296
223,2009-12-01,14 Thw al-Hijjah 1430 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,"District Mangora-Tehsil Kabal
-Dherai area",Commercial/residence,Medium,closed,,Government Official,,1.0,2.0,11.0,30.0,1.0,10.0,,13.83,56.894
224,2009-12-02,15 Thw al-Hijjah 1430 A.H,Working Day,,13:30:00,Islamabad,33.718,73.0718,Capital,Naval Complex,Military,High,open,,Military,,,2.0,10.0,18.0,1.0,12.0,,15.595,60.071
225,2009-12-04,17 Thw al-Hijjah 1430 A.H,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Qasim market-Parade Lane Masjid,Religious,Medium,closed,,Military,,36.0,40.0,75.0,83.0,1.0,,"1. CMH Rawalpindi
2. DHQ Rawalpindi
3. AFIC      4.MH",16.04,60.872
226,2009-12-07,20 Thw al-Hijjah 1430 A.H,Working Day,,12:30:00,Peshawar,34.0043,71.5448,KPK,"At the Gate of Peshawar
Session Court",Government,High,open,,Government Official,,9.0,11.0,37.0,50.0,1.0,8.0,"Lady Reading Hospital 
Peshawar ",13.765,56.777
227,2009-12-07,21 Thw al-Hijjah 1430 A.H,Working Day,,,Lahore,31.5451,74.3407,Punjab,Moon Market Lahore Allama Iqbal Town,Market,Low,open,,Civilian,,38.0,45.0,100.0,135.0,2.0,,"1. Jinnah Hospital
2. Sheikh Zahyad Hospital
3. Mayo Hospital 4.services hospital-5.farooq hospital",13.12,55.616
228,2009-12-08,21 Thw al-Hijjah 1430 A.H,Working Day,,,Multan,30.1886,71.4559,Punjab,checkpost near ISI Office building in Qasim Bala area -Multan Cantt,Military,High,open,,Military,,8.0,15.0,47.0,61.0,1.0,1000.0,"1. CMH
2. Nishtar Hospital ",14.84,58.712
229,2009-12-15,28 Thw al-Hijjah 1430 A.H,Working Day,,,D.I Khan,30.05,70.6333,KPK,Khosa market near-house of Zulfiqar ali Khosa,Commercial/residence,Medium,open,,Government Official,,24.0,33.0,55.0,70.0,1.0,1000.0,district headquarters hospitals,16.34,61.412
230,2009-12-17,30 Thw al-Hijjah 1430 A.H,Working Day,,,Bannu,32.9861,70.6042,KPK,Essakhel village-house of Local political leader,Commercial/residence,Medium,closed,,Government Official,,,0.0,,0.0,1.0,,,6.315,43.367
231,2009-12-18,1 MuHarram 1431 A.H.,Working Day,,,Lower Dir,34.8453,71.9046,KPK,mosque on Khursheed police line- civil colony in Timergarah,Religious,Medium,closed,,Police,,,12.0,28.0,35.0,1.0,20.0,DHQ Timergara,10.69,51.242
232,2009-12-22,5 MuHarram 1431 A.H,Working Day,,11:40:00,Peshawar,34.0043,71.5448,KPK,"Main Gate Peshawar Press 
Club",Office Building,Low,closed,,Media,,1.0,3.0,21.0,24.0,1.0,10.0,"Lady Reading Hospital 
Peshawar ",13.12,55.616
233,2009-12-24,7 MuHarram 1431 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,junction of mall road and Arbab Road-near PIA Building,Police,High,open,,Government Official,,4.0,5.0,24.0,25.0,1.0,10.0,"Lady Reading Hospital 
Peshawar ",13.48,56.264
234,2009-12-24,7 MuHarram 1431 A.H,Working Day,,,Islamabad,33.718,73.0718,Capital,Majlis in Shakrial-near darbad saein boota,Religious,Medium,open,Shia Religious Gathering,Religious,Shiite,,1.0,1.0,4.0,1.0,,PIMS,12.7,54.86
235,2009-12-28,11 MuHarram 1431 A.H,Holiday,Ashura,,Muzaffarabad,34.3597,73.4711,AJK,CMH Road-Muzaffarabad,Park/Ground,Medium,open,Muharram Procession,Religious,Shiite,10.0,15.0,81.0,100.0,1.0,,,9.525,49.145
236,2010-01-01,15 MuHarram 1431 A.H,Working Day,,17:00:00,Lakki Marwat,32.6018,70.9148,KPK,Peshawar shah Hasankhel village ground,Park/Ground,Medium,open,,Civilian,,88.0,100.0,37.0,100.0,1.0,250.0,Near local hospital,6.805,44.249
237,2010-01-06,20 MuHarram 1431 A.H,Working Day,,06:50:00,Sudhanoti,33.706,73.7242,AJK,Military Base in tarar khal town sudhanoti district,Military,High,open,,Military,,,4.0,11.0,12.0,1.0,,CMH Rawala kot,11.39,52.502
238,2010-01-08,22 MuHarram 1431 A.H,Working Day,,,Khyber Agency,34.0211,71.2874,KPK,at the gate of the headquarters of the militant group Ansar-ul-Islam in the Tirah area,Religious,Low,open,Ansar-ul-Islam (AI) Shura,Religious,,,8.0,,11.0,1.0,,,11.33,52.394
239,2010-01-08,22 MuHarram 1431 A.H,Working Day,,,peshawar,34.0043,71.5448,KPK,Adezai village in Matni on the outskirts of Peshawar,Police,High,open,,Police,,,0.0,,6.0,1.0,,,12.075,53.735
240,2010-01-16,30 MuHarram 1431 A.H,Working Day,,10:15:00,Poonch,33.8243,73.7949,AJK,Dothan village near rawlakot,Mobile,High,open,,Police,,,1.0,1.0,2.0,1.0,600.0,CMH Rawala kot,12.41,54.338
241,2010-01-23,8 safar 1431 A.H,Working Day,,,Tank,32.226,70.3761,KPK,gomal police station,Police,High,open,,Police,,4.0,5.0,3.0,11.0,1.0,,,6.015,42.827
242,2010-01-29,14 safar 1431 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,Fata,Bajor agency headquarter (khar town) security check post,Military,High,open,,Military,,16.0,17.0,26.0,47.0,1.0,,District headquarter hospital Timra,6.905,44.429
243,2010-02-10,26 safar 1431 A.H,Working Day,,,Khyber Agency,34.0211,71.2874,KPK,Jamrud tehsil Khyber agency,Mobile,High,open,,Military,,17.0,22.0,6.0,11.0,1.0,,1.Hayatabad Meical hospital,8.07,46.526
244,2010-02-11,27 safar 1431 A.H,Working Day,,,Bannu,32.9861,70.6042,KPK,Bannu police Lines 2-,Police,High,open,,Police,,,15.0,25.0,30.0,2.0,,1.District Headquarter Hospital Bannu  2.Combined Military Hospital,2.32,36.176
245,2010-02-18,4 Raby` al-awal 1431 A.H,Working Day,,,Khyber Agency,34.0211,71.2874,KPK,LI center near Darss Mosque in akakhel area of Tirah valley,Religious,Medium,open,Lashkar-e-Islam Commander was the target,Anti-Militants,Sunni,22.0,31.0,30.0,110.0,1.0,40.0,Mashte hospital,11.835,53.303
246,2010-02-20,6 Raby` al-awal 1431 A.H,Working Day,,09:30:00,Mansehra,34.3333,73.2,KPK,Balakot police station,Police,High,open,,Police,,,1.0,4.0,10.0,2.0,5.0,1.Manseehra District Headquarters Hospital,13.74,56.732
247,2010-02-22,8 Raby` al-awal 1431 A.H,Working Day,,04:20:00,Swat,35.2227,72.4258,KPK,Mingora-Nishat Chowk,Mobile,High,open,attack on security forces vehicle,Military,,7.0,13.0,37.0,41.0,1.0,,1.CMH Hospital 2.Seydo Hospital,11.66,52.988
248,2010-02-27,13 Raby` al-awal 1431 A.H,Holiday,Eid Milad un-Nabi,,Karak,33.1193,71.0951,KPK,Karak Police Station,Police,High,open,,Police,,,4.0,23.0,24.0,2.0,250.0,District Headquarter Hospital Karak,11.69,53.042
249,2010-03-05,19 Raby` al-awal 1431 A.H,Working Day,,,Hangu,33.5351,71.0713,KPK,Tal parachinar road in the jurisdiction of dandore area of Hangu,Mobile,Low,open,,Civilian,Shiite,12.0,14.0,30.0,35.0,1.0,12.0,1.CMH Tal Hospital 2.District Headquarters hospital hangu,12.35,54.23
250,2010-03-08,22 Raby` al-awal 1431 A.H,Working Day,,08:20:00,Lahore,31.5451,74.3407,Punjab,(SIA ) office-model Town area,Office Building,High,open,,Military,,13.0,14.0,80.0,100.0,1.0,600.0,1.Jinna Hospital 2.General Hosptal 3.shaikh zayed Hospital 4.Ittefaq Hospital,20.46,68.828
251,2010-03-12,26 Raby` al-awal 1431 A.H,Working Day,,12:45:00,Lahore,31.5451,74.3407,Punjab,Lahore Cant R.A Bazar Stop,Military,High,open,,Military,Sunni,43.0,57.0,90.0,100.0,2.0,12.0,Children Hospital,23.32,73.976
252,2010-03-13,27 Raby` al-awal 1431 A.H,Working Day,,09:15:00,Swat,35.2227,72.4258,KPK,District court Checkpost,Police,High,open,,Police,,14.0,17.0,52.0,60.0,1.0,14.0,1. Judical Complex,16.365,61.457
253,2010-03-29,13 Raby` al-THaany 1431 A.H.,Working Day,,,Tank,32.226,70.3761,KPK,office of Pro-govt tribal leader-Misbahhuddin mehsud,Office Building,Medium,closed,,Anti-Militants,Sunni,,2.0,,2.0,1.0,,,16.64,61.952
254,2010-03-29,13 Raby` al-THaany 1431 A.H.,Working Day,,,Bajaur Agency,34.8718,71.5249,Fata,Lagharai area in Bajaur,Mobile,Low,open,Leader of anti-militants lashkar,Anti-Militants,Sunni,,2.0,5.0,8.0,1.0,,Agency headquarter hospital in Khar,19.45,67.01
255,2010-04-05,20 Raby` al-THaany 1431 A.H.,Working Day,,,Peshawar,34.0043,71.5448,KPK,U.S. consulate peshwar,Foreign,High,open,,Foreigner,Christian,6.0,8.0,,0.0,1.0,,,23.135,73.643
256,2010-04-05,20 Raby` al-THaany 1431 A.H.,Working Day,,,Lower Dir,34.8453,71.9046,KPK,ANP rally in Timergara,Hotel,Medium,open,,Government Official,,50.0,56.0,75.0,120.0,3.0,,1.Lady Reading Hospital 2.Khaber Teaching Hospital,21.1,69.98
257,2010-04-16,2 Jumaada al-awal 1431 A.H,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Quetta civil Hospital,Hospital,Low,closed,,Government Official,Shiite,,11.0,35.0,40.0,1.0,15.0,1.Civil Hospital 2.Bolan Medical Complex 3. CMH,25.14,77.252
258,2010-04-17,3 Jumaada al-awal 1431 A.H,Working Day,,11:55:00,Kohat,33.5833,71.4333,KPK,IDP camp-kacha Pakha area on Hangu Road Kohat,Park/Ground,Low,open,,Civilian,,41.0,44.0,60.0,70.0,2.0,12.0,1.District Headquarter Hospital  2.Liaqat Hospital,28.745,83.741
259,2010-04-18,4 Jumaada al-awal 1431 A.H,Holiday,Weekend,07:15:00,Kohat,33.5833,71.4333,KPK,Kohat Police Station,Police,High,closed,,Police,,,7.0,30.0,32.0,1.0,250.0,District Headquarter Hospital,26.62,79.916
260,2010-04-19,5 Jumaada al-awal 1431 A.H,Working Day,,12:30:00,Peshawar,34.0043,71.5448,KPK,Protest demonstration Qissa Khawani Bazaar,Park/Ground,Low,open,Jamit-i-Islam members,Anti-Militants,Sunni,23.0,24.0,27.0,49.0,1.0,8.0,Lady Reading Hospital,25.96,78.728
261,2010-04-28,14 Jumaada al-awal 1431 A.H,Working Day,,04:05:00,Peshawar,34.0043,71.5448,KPK,Pir Bala Police Check post,Police,High,open,,Police,,4.0,5.0,11.0,14.0,1.0,300.0,Lady Reading Hospital,26.47,79.646
262,2010-05-01,17 Jumaada al-awal 1431 A.H,Holiday,Labour Day,,Swat,35.2227,72.4258,KPK,Sohrab Khan Market town Mingora,Market,Low,open,,Civilian,,3.0,7.0,9.0,16.0,1.0,15.0,,23.315,73.967
263,2010-05-02,18 Jumaada al-awal 1431 A.H,Holiday,Weekend,,Bajaur Agency,34.8718,71.5249,Fata,Bilalabad area near Khar town,Military,High,open,,Military,,,0.0,,0.0,1.0,,,27.025,80.645
264,2010-05-28,14 Jumaada al-THaany 1431 A.H,Working Day,,,Lahore,31.5451,74.3407,Punjab,Model Town and garhi shahu  lahore,Religious,Medium,closed,,Civilian,Ahmedi,80.0,95.0,92.0,200.0,1.0,,,31.495,88.691
265,2010-07-01,19 Rajab 1431 A.H,Working Day,,23:00:00,Lahore,31.5451,74.3407,Punjab,Data Darbar-Lahore,Religious,Medium,closed,,Civilian,,40.0,42.0,,175.0,2.0,20.0,"1. Mayo Hospital
2. Sir Ganga Ram Hospital 
3. Services Hospital ",32.37,90.266
266,2010-07-09,27 Rajab 1431 A.H,Working Day,,,Mohmand Agency,32.9746,70.1456,Fata,"Yakka Ghund Tehsil
of Mohmand Agency",Park/Ground,Low,open,,Government Official,,65.0,80.0,104.0,110.0,2.0,,Lady Reading Hospital Peshwar,26.725,80.105
267,2010-07-12,30 Rajab 1431 A.H,Working Day,,,Kohat,33.5833,71.4333,KPK,outside the guest house of a pro-Government tribal elder-Malik Swab Khan-in Kohat District,Government,Low,open,,Government Official,,,0.0,,0.0,1.0,,,32.205,89.969
268,2010-07-18,6 SHa`baan 1431 A.H,Holiday,Weekend,,Sargodha,32.0791,72.6718,Punjab,Dar-ul-uloom muhamdia imambargh,Religious,Medium,closed,,Religious,Shiite,3.0,4.0,9.0,26.0,1.0,,,34.805,94.649
269,2010-07-26,14 SHa`baan 1431 A.H,Working Day,,,Nowshehra,34.0322,73.0944,KPK,"Nowshera near
Provincial Info Ministr house ",Commercial/residence,Medium,closed,,Government Official,Sunni,,8.0,23.0,25.0,1.0,10.0,Lady Reading Hospital Peshwar,31.52,88.736
270,2010-08-04,23 SHa`baan 1431 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,FC chowk near Dean's trade center,Mobile,High,open,,Military,,3.0,4.0,11.0,14.0,1.0,10.0,,28.59,83.462
271,2010-08-23,13 RamaDHaan 1431 A.H.,Working Day,,,South Waziristan,32.3202,69.8597,Fata,Wana-mosque,Religious,Medium,closed,Pro-Government cleric,Anti-Militants,Sunni,26.0,30.0,,40.0,1.0,20.0,,25.23,77.414
272,2010-09-01,23 RamaDHaan 1431 A.H,Working Day,,19:10:00,Lahore,31.5451,74.3407,Punjab,1)First blast lower mal gate 2)Ghaznavi street urdu bazar 3) Bhati Chowk,Park/Ground,Low,open,Yaum-e-Ali,Religious,Shiite,27.0,43.0,150.0,243.0,3.0,,1)Mayo Hospital 2)Sir ganga Ram Hospital,31.97,89.546
273,2010-09-03,24 RamaDHaan 1431 A.H.,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,Mizan chowk Quetta,Park/Ground,Low,open,Al-Quds Rally organized by Imamia stdents organization,Civilian,,54.0,62.0,150.0,200.0,1.0,15.0,1.Combined Miltry Hospital                2.Civil Hospital,26.745,80.141
274,2010-09-03,24 RamaDHaan 1431 A.H.,Working Day,,,Mardan,34.1982,72.0444,KPK,worship place of the Ahmedis in Muslimabad area,Religious,Medium,closed,,Religious,,,1.0,,4.0,1.0,,,27.875,82.175
275,2010-09-06,27 RamaDHaan 1431 A.H,Holiday,Defence Day,07:05:00,lakki marwat,32.6018,70.9148,KPK,lakki marwat Police Station,Police,High,closed,,Police,,15.0,19.0,34.0,57.0,1.0,600.0,1.Civil Hospital      2.DHQ Hospital,26.635,79.943
276,2010-09-09,30 RamaDHaan 1431 A.H,Working Day,,12:30:00,Quetta,30.2095,67.0182,Baluchistan,"Raily Housing Society
Near Finance Minnister
House Quetta",Commercial/residence,Medium,open,,Government Official,,2.0,5.0,3.0,6.0,1.0,15.0,,25.8,78.44
277,2010-10-07,28 SHawwal 1431 A.H,Working Day,,18:45:00,Karachi,24.9918,66.9911,Sindh,Shrine of Abdullah shah ghazi in Clifton,Religious,Medium,closed,Attendess at shrine,Religious,Sunni,6.0,10.0,60.0,77.0,2.0,6.0,"1. JPMC
2. Civil Hospital KHI",30.45,86.81
278,2010-10-18,10 Thw al-Qi`dah 1431 A.H,Working Day,,,Lakki Marwat,32.6018,70.9148,KPK,jabukhel village,Park/Ground,Low,open,police tried to stop the car but the driver exploded the car in residential area,Civilian,,,,5.0,14.0,1.0,1200.0,,20.785,69.413
279,2010-11-01,24 Thw al-Qi`dah 1431 A.H,Working Day,,08:45:00,Swabi,34.1335,72.4702,KPK,District Shahmanoor Police Lines Swabi,Police,High,open,,Police,,2.0,5.0,10.0,13.0,1.0,12.0,1.Judicial Complex,18.87,65.966
280,2010-11-05,28 Thw al-Qi`dah 1431 A.H,Working Day,,13:30:00,Dara Adam Khel,33.6854,71.5131,KPK,Dara Adam Khel Corwded Mosque,Religious,Medium,closed,,Religious,Sunni,61.0,76.0,70.0,132.0,1.0,15.0,1.District Headqurters Hospital 2.Lady reading hospital,20.1,68.18
281,2010-11-11,5 Thw al-Hijjah 1431 A.H,Working Day,,20:10:00,Karachi,24.9918,66.9911,Sindh,Crime Investigation Department,Military,High,closed,,Military,,16.0,20.0,100.0,140.0,1.0,1000.0,,28.175,82.715
282,2010-11-11,5 Thw al-Hijjah 1431 A.H,Working Day,,,Poonch,33.8243,73.7949,AJK,Rawalacot Security force vehicle,Mobile,Low,open,,Military,,,0.0,,2.0,1.0,,1.Zahid hospital,18.315,64.967
283,2010-11-14,8 Thw al-Hijjah 1431 A.H,Holiday,Weekend,,South Waziristan,32.3202,69.8597,Fata,Shakai village,Market,Low,open,,Anti-Militants,Sunni,,1.0,,8.0,1.0,,Wana hospital,7.985,46.373
284,2010-11-30,24 Thw al-Hijjah 1431 A.H,Working Day,,08:45:00,Bannu,32.935,70.6688,KPK,near furniture market-Banu,Mobile,High,open,police van crossing the chowk,Police,,2.0,6.0,6.0,22.0,1.0,12.0,,9.975,49.955
285,2010-12-06,30 Thw al-Hijjah 1431 A.H,Working Day,,14:00:00,Mohmand Agency,32.9746,70.1456,Fata,"Mohmad Agency-Ghalani area-Political 
Agent office ",Government,High,closed,,Government Official,,40.0,50.0,60.0,100.0,2.0,,"1.Tehsil Headquarters Ghalani 
2.Lady Reading ",5.08,41.144
286,2010-12-07,1 MuHarram 1432 A.H,Working Day,,,Quetta,30.2095,67.0182,Baluchistan,railway level crossing sryab pattak,Transport,Low,open,Minister Balochistan,Government Official,,,,10.0,12.0,1.0,,CMH,4.51,40.118
287,2010-12-08,2 MuHarram 1432 A.H,Working Day,,13:00:00,Kohat,33.5833,71.4333,KPK,Kohat Bus stand,Transport,Low,open,,Civilian,,18.0,20.0,,32.0,1.0,10.0,,12.205,53.969
288,2010-12-10,4 MuHarram 1432 A.H,Working Day,,16:00:00,Hangu,33.5351,71.0713,KPK,Pass Killay area-under construction Private Hospital,Hospital,Low,closed,,Civilian,,10.0,17.0,16.0,30.0,1.0,400.0,Hospitals in Kohat Division,10.385,50.693
289,2010-12-23,17 MuHarram 1432 A.H,Working Day,,,Islamabad,33.718,73.0718,Capital,Entrance to imambargah,Religious,Medium,closed,,Religious,Sunni,,1.0,,2.0,1.0,,,11.73,53.114
290,2010-12-24,18 MuHarram 1432 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Mall road peshawar,Police,High,open,Police was not sure about the bmbers target,Civilian,,,4.0,,24.0,1.0,10.0,lady Reading Hospital-CMH,10.845,51.521
291,2010-12-25,19 MuHarram 1432 A.H,Holiday,Christmas/birthday of Quaid-e-Azam,,Bajaur Agency,34.8718,71.5249,Fata,WFP office Khar,Foreign,High,closed,target was police checkpost,Police,,42.0,47.0,80.0,105.0,1.0,,,9.705,49.469
292,2010-12-27,21 MuHarram 1432 A.H,Working Day,,,Muzaffarabad,34.3597,73.4711,AJK,Procession from Neelam Valley,Park/Ground,Medium,open,,Religious,Shiite,,7.0,,65.0,1.0,,,9.24,48.632
293,2011-01-12,8 safar 1432 A.H,Working Day,,,Bannu,32.935,70.6688,KPK,Bannu Police Station,Religious,Medium,closed,,Civilian,Sunni,18.0,20.0,15.0,20.0,1.0,1000.0,Bannu's Main hospital,7.775,45.995
294,2011-01-25,21 safar 1432 A.H,Working Day,,,Lahore,31.5451,74.3407,Punjab,Urdu Bazar intersection on circular road,Police,High,open,Hazrat Imam Hussain Chehlum Procession,Religious,Shiite,11.0,17.0,71.0,80.0,1.0,5.0,Mayo Hospital-ganagaram hospital,14.165,57.497
295,2011-01-27,23 safar 1432 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,Fata,Sarameena area of Khar tehsil in the Bajaur Agency,Military,High,open,,Military,,,0.0,,0.0,1.0,,,10.395,50.711
296,2011-01-31,27 safar 1432 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Kohat road Garhi Kamruddin over head bridge,Mobile,High,open,Police car,Police,,5.0,7.0,14.0,16.0,1.0,7.0,,14.355,57.839
297,2011-02-10,7 Raby` al-awal 1432 A.H,Working Day,,08:15:00,Mardan,34.1982,72.0444,KPK,Punjab Regiment Center,Military,High,open,,Military,,28.0,36.0,35.0,50.0,1.0,9.0,CMH Mardan-CMH rawalpindi,11.06,51.908
298,2011-02-11,8 Raby` al-awal 1432 A.H,Working Day,,,Mohmand Agency,32.9746,70.1456,Fata,Dabo Dheri checkpost in Prang Ghar,Police,High,open,,Police,,,1.0,,3.0,1.0,,,1.445,34.601
299,2011-02-12,9 Raby` al-awal 1432 A.H,Working Day,,,Malakand,34.503,71.9046,KPK,Batakhel area,Commercial/residence,Low,closed,security forces were trying to arest the bomber,Military,,1.0,3.0,,,1.0,,,8.305,46.949
300,2011-02-19,16 Raby` al-awal 1432 A.H,Working Day,,,Bannu,32.935,70.6688,KPK,police station in bannu,Police,High,open,,Police,,,,,4.0,1.0,,,5.45,41.81
301,2011-03-01,26 Raby` al-awal 1432 A.H,Working Day,,,Karachi,24.9918,66.9911,Sindh,near MDA flats along national highway-in Shah Latif Town,Park/Ground,Low,open,,Civilian,,,0.0,,0.0,1.0,,,23.53,74.354
302,2011-03-03,28 Raby` al-awal 1432 A.H,Working Day,,,Hangu,33.5351,71.0713,KPK,spin khawri chowk,Mobile,Low,open,,Police,,5.0,9.0,30.0,36.0,1.0,400.0,,9.565,49.217
303,2011-03-09,4 Raby` al-THaany 1432 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Adezai Village-sheikh Neka graveyard,Park/Ground,Low,open,,Anti-Militants,Sunni,37.0,43.0,,52.0,1.0,16.0,Lady Reading Hospital,18.605,65.489
304,2011-03-24,19 Raby` al-THaany 1432 A.H,Working Day,,08:00:00,Hangu,33.5351,71.0713,KPK,Rescue 15 Building adjecent to police station in Thall,Police,High,open,,Police,,5.0,8.0,25.0,30.0,1.0,250.0,CMH Thall,22.185,71.933
305,2011-03-30,25 Raby` al-THaany 1432 A.H,Working Day,,11:00:00,Swabi,34.1335,72.4702,KPK,Peshawar- Islamabad Motorway-Swabi Interchange,Police,High,open,,Government Official,,10.0,13.0,12.0,23.0,1.0,8.0,Shahmansoor Hospital Complex/Swabi District Hospital/khunda Civil Hospital and  LRH Peshawar,20.12,68.216
306,2011-03-31,26 Raby` al-THaany 1432 A.H,Working Day,,12:45:00,Charsadda,34.1509,71.7359,KPK,Near DCO office-Nowshehra road,Park/Ground,Low,open,,Government Official,,,12.0,20.0,42.0,1.0,,Lady reading hospital,19.405,66.929
307,2011-04-01,27 Raby` al-THaany 1432 A.H,Working Day,,,Dara Adam Khel,33.6854,71.5131,KPK,near a mosque in Dara adam khel bazar-khalid market,Market,Low,open,peace committee members were present in mosque,Anti-Militants,Sunni,,1.0,2.0,8.0,1.0,8.0,,18.315,64.967
308,2011-04-03,29 Raby` al-THaany 1432 A.H,Holiday,Weekend,,D.I Khan,30.05,70.6333,KPK,sakhi arwar shrine-40 km away from D.G Khan,Religious,Medium,open,Urs ceremony,Religious,Sunni,42.0,50.0,100.0,114.0,2.0,,sakhi sarwar civil hospital-dera district headquarters hospital,23.035,73.463
309,2011-04-04,30 Raby` al-THaany 1432 A.H,Working Day,,,Lower Dir,34.8453,71.9046,KPK,Bargain Car market in Munda area of Lower Dir District,Market,Low,open,,Anti-Militants,Sunni,7.0,9.0,22.0,30.0,1.0,8.0,Temargara Hospital,16.585,61.853
310,2011-04-07,3 Jumaada al-awal 1432 A.H,Working Day,,07:50:00,Quetta,30.2095,67.0182,Baluchistan,Gulistan road-also known as police lines,Commercial/residence,Medium,open,,Police,,,1.0,17.0,19.0,1.0,180.0,Civil hospital-CMH,20.76,69.368
311,2011-04-23,19 Jumaada al-awal 1432 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,Fata,Salarzai area-65 km northeast of khar,Mobile,Low,open,,Anti-Militants,Sunni,,5.0,5.0,8.0,1.0,,Agency headquarter hospital in Miranshah,26.34,79.412
312,2011-05-13,,Working Day,,06:00:00,Charsadda,34.1509,71.7359,KPK,FC headquarters in Shabqadar-30km from peshawar,Military,High,open,FC personnel were gathered there,Military,,82.0,95.0,128.0,140.0,2.0,20.0,LRH,29.285,84.713
